"","from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count","title"
"1","329591000528836","boMb01","大家都超愛的渡邊直美！","2016-12-24T15:45:01+0000","link","http://www.bomb01.co/article/35140","329591000528836_766799286808003",29,0,2,"超人氣的渡邊直美推出經典的「POSE扭蛋」，我已經準備好幾袋日幣要蒐集全部了！"
"2","329591000528836","boMb01","這些都是珍貴的生命啊…","2016-12-24T15:30:00+0000","link","http://www.bomb01.co/article/35013","329591000528836_766798830141382",11,2,0,"敘利亞街上到處都是讓大家不忍直視的兒童屍體，看了這些照片大家的心都被撕裂了…"
"3","329591000528836","boMb01","這不是我們認識的石頭啊？！","2016-12-24T15:15:00+0000","link","http://www.bomb01.com/article/35117","329591000528836_766798643474734",75,1,10,"神藝術家把石頭變成「超頑皮」的模樣，軟Q的外形讓大家都對石頭有了全新的印象！"
"4","329591000528836","boMb01","這個地方不知道死了多少人…","2016-12-24T15:00:00+0000","link","http://www.bomb01.co/article/35125","329591000528836_766797763474822",162,3,26,"尼泊爾15歲少女「月經來潮」被隔離在小屋內，等到爸爸去看她時竟然已經變成一具屍體了…"
"5","329591000528836","boMb01","絕對不要被黑暗打倒！","2016-12-24T14:45:00+0000","link","http://www.bomb01.com/article/35123","329591000528836_766797433474855",312,0,42,"30張讓大家「重新相信人性還有光明面」的2016年新聞照片。"
"6","329591000528836","boMb01","他是個英雄。","2016-12-24T14:30:00+0000","link","http://www.bomb01.co/article/35163","329591000528836_766796746808257",135,1,6,"這位小寶寶「只活了41天」卻拯救了2個人的性命，知道他的所作所為後大家都感謝他！"
"7","329591000528836","boMb01","平常的樣子也是女神！","2016-12-24T14:15:00+0000","link","http://www.bomb01.com/article/35153","329591000528836_766796346808297",54,0,2,"揭秘13位選美冠軍「舞台上VS舞台下」的模樣，第一位生活化的樣子比選美時更吸引人！"
"8","329591000528836","boMb01","每一部都看過的＋1！","2016-12-24T14:00:01+0000","link","http://www.bomb01.co/article/35176","329591000528836_766796123474986",63,1,12,"這些卡通讓每一個男人都老淚縱橫，這是我們7年級生都超想回到過去的童年啊！"
"9","329591000528836","boMb01","都是因為有主人滿滿的愛！","2016-12-24T13:45:01+0000","link","http://www.bomb01.co/article/35192","329591000528836_766697730151492",270,4,24,"這隻失去兩隻腳的貓咪獲得細心照料後，牠現在已經「進化」成暴龍可以很穩地走路了！"
"10","329591000528836","boMb01","甄子丹的媽媽也太猛了吧？！","2016-12-24T13:30:00+0000","link","http://www.bomb01.co/article/35214","329591000528836_766697660151499",311,2,36,"甄子丹的功夫「竟然還不是最強」，他的媽媽才是武林界沒人敢惹怒的狠角色！"
"11","329591000528836","boMb01","難道他們都沒感覺嗎…","2016-12-24T13:15:00+0000","link","http://www.bomb01.com/article/35219","329591000528836_766697510151514",147,15,66,"這些人取鱷魚皮的方法「沒有一個正常人可以看到最後」，殘暴的方式連大家的心都被撕裂了…"
"12","329591000528836","boMb01","照片可能引起不適，慎入！","2016-12-24T13:00:00+0000","link","http://www.bomb01.com/article/35235","329591000528836_766695666818365",1078,33,168,"他觀察狗狗脖子上的傷口「立刻發現事情很不對勁」，當手伸進去後…接下來的畫面讓大家都驚喘一口氣！"
"13","329591000528836","boMb01","家長們一定要小心！","2016-12-24T12:45:00+0000","link","http://www.bomb01.co/article/35234","329591000528836_766824236805508",347,1,548,"8歲小男孩在客廳玩耍時眼睛竟然一瞬間「溶解失明」，醫生詢問原因後…兇手竟然是個這麼普通的東西！"
"14","329591000528836","boMb01","佛心老闆啊啊啊！","2016-12-24T12:30:00+0000","link","http://www.bomb01.co/article/35220","329591000528836_766696330151632",1238,10,112,"日夜兼差的孕婦害怕地向老闆提出想請帶薪產假，但老闆說「妳離開前還得做這一件事…」讓她當場爆哭！"
"15","329591000528836","boMb01","這答案…請給分！","2016-12-24T12:15:00+0000","link","http://www.bomb01.com/article/35251","329591000528836_766824046805527",142,17,4,"日本綜藝節目考「中國首都在哪裡」的常識題，沒想到偶像女團成員果斷回答「台灣」！"
"16","329591000528836","boMb01","她本來想繼承他的百萬遺產的，現在尷尬了…","2016-12-24T12:00:01+0000","link","http://www.bomb01.co/article/35222","329591000528836_766697220151543",295,10,28,"這位43歲的巴黎婦女嫁給了「大她25歲的百萬富豪」，但等到富豪猝死後…遺囑讓妻子太錯愕了！"
"17","329591000528836","boMb01","除了動物，還有人體…","2016-12-24T11:30:00+0000","link","http://www.bomb01.co/article/35216","329591000528836_766697420151523",72,1,4,"5個超殘忍人體實驗「曾經真的發生在我們的社會」，完全就是現實版的《惡魔教室》啊！"
"18","329591000528836","boMb01","這是身體給你的嚴重警告！","2016-12-24T11:00:00+0000","link","http://www.bomb01.co/article/35166","329591000528836_766695543485044",176,10,66,"如果你身邊有朋友整天都控制不住狂放屁，請你立馬讓他知道可能得了「這種病」！"
"19","329591000528836","boMb01","讓人敬佩的生命鬥士！","2016-12-24T10:30:00+0000","link","http://www.bomb01.com/article/35167","329591000528836_766695430151722",162,0,12,"這個女子9歲時每個人都和她說「你無法動手術」，現在長大後她每次出現都讓許多人很吃驚！"
"20","329591000528836","boMb01","這是他們8年後的相遇！","2016-12-24T10:00:00+0000","link","http://www.bomb01.com/article/35239","329591000528836_766695336818398",198,10,16,"他回憶8年前線上遊戲的「網婆」逼哭眾網友，沒想到之後竟然真的找到了這位本尊…"
"21","329591000528836","boMb01","這種男人可以立馬嫁！","2016-12-24T09:00:00+0000","link","http://www.bomb01.co/article/35144","329591000528836_766695076818424",447,6,72,"他用心自製「大富翁遊戲」要給女友一個浪漫的求婚，當隱藏著的戒指一出現所有人都要學他了！"
"22","329591000528836","boMb01","真的有欸！<ed><U+00A0><U+00BD><ed><U+00B8><U+0086>","2016-12-24T08:00:00+0000","link","http://www.bomb01.co/article/35228","329591000528836_766695170151748",132,104,18,"很多人不知道現在只要「在臉書上這麼做」就可以放煙火，這功能一出立馬洗板塗鴉牆！"
"23","329591000528836","boMb01","再也不必付錢拍大頭照了！","2016-12-24T07:00:00+0000","link","http://www.bomb01.co/article/35158","329591000528836_766410066846925",378,6,134,"這個男子說只要有「白色氣球」就能拍出完美大頭照，以為他在鬧的人看了對比照都讚到手酸！"
"24","329591000528836","boMb01","這就是所謂的母子連心啊！","2016-12-24T06:00:00+0000","link","http://www.bomb01.co/article/35173","329591000528836_766409533513645",975,11,130,"媽媽一生產完就停止心跳，直到寶寶用手摸到媽媽的臉…在場的醫護人員都超訝異！"
"25","329591000528836","boMb01","你永遠摸不到他們的頭！","2016-12-24T05:00:00+0000","link","http://www.bomb01.com/article/35155","329591000528836_766409400180325",457,9,22,"15位「全部身高加起來比10層樓還高」的世界巨人，中國第一女巨人坐著都高過你！"
"26","329591000528836","boMb01","立馬加好友！","2016-12-24T04:00:00+0000","link","http://www.bomb01.co/article/35146","329591000528836_766409010180364",370,28,38,"最近大家都在討論的「爆乳修車妹」臉書被神到，尺度更狂的修車照讓網友都希望車壞掉！"
"27","329591000528836","boMb01","下體連續兩次被打到…","2016-12-24T03:00:00+0000","link","http://www.bomb01.com/article/35133","329591000528836_766133770207888",200,12,8,"美國女記者控訴在機場被羞辱式搜身，「掀裙、碰下體」到最後她再也忍不住淚水…"
"28","329591000528836","boMb01","沒人敢說出口的事實…","2016-12-24T02:00:00+0000","link","http://www.bomb01.co/article/35135","329591000528836_766134010207864",263,5,58,"15張「所有人類看完內心都會受到衝擊」的諷刺社會插畫。"
"29","329591000528836","boMb01","不要動太陽的主意！","2016-12-24T01:00:00+0000","link","http://www.bomb01.com/article/35096","329591000528836_766155880205677",576,31,84,"NASA發布的外太空照片驚見外星人靠近太陽，接著看到的「白線」證明他們在採集能源？！"
"30","329591000528836","boMb01","沒有魚鱗看起來好詭異！","2016-12-24T00:00:00+0000","link","http://www.bomb01.co/article/35086","329591000528836_766138653540733",907,11,174,"比恐龍還古老的「幽靈鯊」第一次被人類拍到影像，牠的頭部…竟然有生殖器官！"
"31","329591000528836","boMb01","我的嘴角忍不住上揚了！","2016-12-23T23:00:00+0000","link","http://www.bomb01.com/article/35082","329591000528836_766232580198007",272,8,46,"他和60歲媽媽一起跳《江南Style》意外引起網友狂讚，1:22媽媽的Solo讓大家都無視兒子了！"
"32","329591000528836","boMb01","還可以追蹤模仿人體的動作！","2016-12-23T22:00:00+0000","link","http://www.bomb01.co/article/35130","329591000528836_766135876874344",52,5,14,"亞洲科技公司秘密研發出「可載人的機器人」，4公尺高的體型移動起來起來讓大家都沸騰了！"
"33","329591000528836","boMb01","他們的旅行跟你想像中的很不一樣！","2016-12-23T21:00:00+0000","link","http://www.bomb01.com/article/35030","329591000528836_766137620207503",65,4,4,"這對夫妻婚後便開始了「長達5年的蜜月旅行」，他們一直旅行下去的原因超令人佩服！"
"34","329591000528836","boMb01","女兒就這樣慘死！","2016-12-23T20:00:00+0000","link","http://www.bomb01.co/article/35113","329591000528836_766156340205631",97,12,26,"這名媽媽狂歡回家後驚見一隻巨鼠，當時巨鼠正趴在3個月大女兒的臉上…！"
"35","329591000528836","boMb01","真的有效！","2016-12-23T19:00:00+0000","link","http://www.bomb01.com/article/35165","329591000528836_766132796874652",117,8,140,"日本上班族就是靠「這招」消除壓力，只需5分鐘你就會忘記一整天的煩惱！"
"36","329591000528836","boMb01","請斟酌觀賞…","2016-12-23T18:00:00+0000","link","http://www.bomb01.com/article/35002","329591000528836_766155283539070",199,7,40,"歷史學家發現這些照片裡的孩子「通通都是死人」，越看下去他們就明白了越不得了的真相…"
"37","329591000528836","boMb01","你準備好看他大開殺戒了嗎？","2016-12-23T17:00:00+0000","link","http://www.bomb01.com/article/35147","329591000528836_766154670205798",84,7,6,"基努李維在最新電影《捍衛任務2》化身最猛「殺神」，而且還預告會把敵人通通殺個精光！"
"38","329591000528836","boMb01","大家都努力忍住淚水…","2016-12-23T16:00:01+0000","link","http://www.bomb01.com/article/35097","329591000528836_766139776873954",131,11,2,"這個男子在病情惡化後決定要和相戀11年的女友結婚，現場的畫面隔著螢幕看也會掉淚…"
"39","329591000528836","boMb01","你一定要看。","2016-12-23T15:45:00+0000","link","http://www.bomb01.co/article/35118","329591000528836_766139356873996",544,13,112,"19張「2016年最震撼人心」的生產現場照片，神聖的過程只看照片也可以感受到美妙的力量！"
"40","329591000528836","boMb01","狗狗全身都焦黑了…","2016-12-23T15:30:00+0000","link","http://www.bomb01.co/article/35212","329591000528836_766230003531598",2898,101,934,"消防員撲滅火勢後在消防車旁看到了這隻跛腳的狗狗，當他們看到狗狗「嘴巴裡的東西」時都一臉震驚！"
"41","329591000528836","boMb01","不能只有我看到！","2016-12-23T15:15:00+0000","link","http://www.bomb01.com/article/35203","329591000528836_766229926864939",199,15,34,"俄羅斯超飢女竟然在大街上逼人吃「下面」，鏡頭錄下的驚嚇過程讓大家都傻眼男子要被性侵了！"
"42","329591000528836","boMb01","可以慢慢挑？！","2016-12-23T15:00:00+0000","link","http://www.bomb01.co/article/35208","329591000528836_766229563531642",332,11,16,"這個「全班唯一的男生兼班長」暖哭了每一位女同學的心，他做的事讓班上的人都愛上他了！"
"43","329591000528836","boMb01","超愛看這種影片der！","2016-12-23T14:45:00+0000","link","http://www.bomb01.co/article/35202","329591000528836_766228973531701",598,23,130,"他用加熱至1000度的刀「切下任何的物體」，當可樂瓶一上場大家都被療癒到超紓壓！"
"44","329591000528836","boMb01","跟電影一樣傳奇的人生！","2016-12-23T14:30:00+0000","link","http://www.bomb01.co/article/35183","329591000528836_766135680207697",1094,15,146,"她在13歲時被繼母賣入妓院，直到20歲時與一個男人私奔後…誰也沒想到她之後的人生是這樣！"
"45","329591000528836","boMb01","我戀愛了！","2016-12-23T14:15:00+0000","link","http://www.bomb01.com/article/35143","329591000528836_766135396874392",452,16,28,"她就是人稱「健美版周子瑜」的完美比例正妹，最後把衣服脫下來的畫面讓大家都嚇到呆滯！"
"46","329591000528836","boMb01","她好勇敢！","2016-12-23T14:00:01+0000","link","http://www.bomb01.com/article/35161","329591000528836_766135156874416",1364,33,13,"可愛的護理系女孩在八仙塵爆後「全身68%的皮膚消失」，但她在樂觀面對後…現在的模樣讓人都想為她鼓掌了！"
"47","329591000528836","boMb01","為什麼好人總是這麼早離開？<ed><U+00A0><U+00BD><ed><U+00B8><U+00A5>","2016-12-23T13:45:00+0000","link","http://www.bomb01.com/article/35209","329591000528836_766228303531768",156,9,10,"這位18歲青年罹患癌症末期卻不告訴任何一個朋友，媽媽透露原因是「他想守護每個人」…"
